"location","source","target"
"","Select the aggregation function to use on this field.",""
"","Ensure my table called but query has no ensure_table method.",""
"","The date of the most recent new content on the feed.",""
"","Popular (page)",""
"","Today (page)",""
"","Popular (block)",""
"","Today (block)",""
"","Today's popular content",""
"","If checked, multiple values for this field will be shown in the same row. If not checked, each value in this field will create a new row. If using group by, please make sure to group by ""Entity ID"" for this setting to have any effect.",""
"","Display an icon representing the file type, instead of the MIME text (such as ""image/jpeg"")",""
"","Load default filter from node page, that's good for related taxonomy blocks",""
"","Path component",""
"","The numbering starts from 1, e.g. on the page admin/structure/types, the 3rd path component is ""types"".",""
"","Use aggregation",""
"","Do not display more link unless there is more content",""
"","Display title may not be empty.",""
"","When the filter value is <em>NOT</em> available",""
"","When the filter value <em>IS</em> available or a default is provided",""
"","This display does not have a source for contextual filters, so no contextual filter value will be available unless you select 'Provide default'.",""
"","The number of items to display. Enter 0 for no limit.",""
"","The contextual filter values is provided by the URL.",""
"","Autosubmit",""
"","Automatically submit the form once an element is changed.",""
"","Hide submit button if javascript is enabled.",""
"","Query Comment",""
"","If set, this comment will be embedded in the query and passed to the SQL server. This can be helpful for logging or debugging.",""
"","When needed, add the field language condition to the query",""
"","Provide default field wrapper elements",""
"","Inline fields will be displayed next to each other rather than one after another. Note that some fields will ignore this if they are block elements, particularly body fields and other formatted HTML.",""
"","Hide the ""Go"" button",""
"","Select the current contextual filter value",""
"","Show the empty text in the table",""
"","Hide empty column",""
"","Provide text to display if this field returns no results. You may include HTML. You may enter data from this view as per the ""Replacement patterns"" in the ""Rewrite Results"" section below.",""
"","The operator is invalid on filter: @filter.",""
"","No valid values found on filter: @filter.",""
"","The value @value is not an array for @operator on filter: @filter",""
"","Enter PHP code that returns TRUE or FALSE. No return is the same as FALSE, so be SURE to return something if you do not want to declare the argument invalid. Do not use &lt;?php ?&gt;. The argument to validate will be ""$argument"" and the view will be ""$view"". You may change the argument by setting ""$handler->argument"". You may change the title used for substitutions for this argument by setting ""$handler->validated_title"".",""
"","If not checked, fields that are not configured to customize their HTML elements will get no wrappers at all for their field, label and field + label wrappers. You can use this to quickly reduce the amount of markup the view provides by default, at the cost of making it more difficult to apply CSS.",""
"","Link the user picture to the user's profile",""
"","Specify which display or custom url this display will link to.",""
"","This will add a more link to the bottom of this view, which will link to the page view. If you have more than one page view, the link will point to the display specified in 'Link display' above. You can override the url at the link display setting.",""
"","<p>The following tokens are available for this link.</p>",""
"","A Drupal path or external URL the more link will point to. Note that this will override the link display setting above.",""
"","@view : @display",""
"","View: @view - Display: @display",""
"","Transform the case",""
"","When printing url paths, how to transform the case of the filter value.",""
"","If ""Custom"", see <a href=""http://us.php.net/manual/en/function.date.php"" target=""_blank"">the PHP docs</a> for date formats. Otherwise, enter the number of different time units to display, which defaults to 2.",""
"","Edit the administrative label displayed when referencing this relationship from filters, etc.",""
"","Representative sort criteria",""
"","The sort criteria is applied to the data brought in by the relationship to determine how a representative item is obtained for each row. For example, to show the most recent node for each user, pick 'Content: Updated date'.",""
"","The ordering to use for the sort criteria selected above.",""
"","And/Or, Rearrange",""
"","Optionally, enter a comma delimited list of tags for this view to use in filtering and sorting views on the administrative page.",""
"","Custom admin theme for the Views UI",""
"","In some cases you might want to select a different admin theme for the Views UI.",""
"","No fields have been used in views yet.",""
"","First and last only",""
"","Multiple-value handling",""
"","Filter to items that share all terms",""
"","Filter to items that share any term",""
"","Use formatted username",""
"","If checked, the username will be formatted by the system. If unchecked, it will be displayed raw.",""
"","Link to user's profile",""
"","Using <em>Default</em> will use the site-wide image style for user pictures set in the <a href=""!account-settings"">Account settings</a>.",""
"","You don't have translatable entity types.",""
"","Use a pager",""
"","Text to place as ""title"" text which most browsers display as a tooltip when hovering over the link.",""
"","Enable to hide this field if it is empty. Note that the field label or rewritten output may still be displayed. To hide labels, check the style or row style settings for empty fields. To hide rewritten content, check the ""Hide rewriting if empty"" checkbox.",""
"","Apostrophe",""
"","Enable views performance statistics/debug messages via the Devel module",""
"","Check this to enable some Views query and performance statistics/debug messages <em>if Devel is installed</em>.",""
"","Devel message(dpm)",""
"","Devel logging (tmp://drupal_debug.txt)",""
"","Page region to output performance statistics/debug messages",""
"","Unique access event ID.",""
"","Link field to the node if there is no comment.",""
"","Convert spaces in term names to hyphens",""
"","This allows links to work with Views taxonomy term arguments.",""
"","Enter PHP code that returns a value to use for this filter. Do not use &lt;?php ?&gt;. You must return only a single value for just this filter. Some variables are available: the view object will be ""$view"". The argument handler will be ""$argument"", for example you may change the title used for substitutions for this argument by setting ""argument->validated_title"""".",""
"","Use rendered output to group rows",""
"","If enabled the rendered output of the grouping field is used to group the rows.",""
"","Replace an existing view if one exists with the same name",""
"","You may use HTML code in this field. The following tokens are supported:",""
"","Use site default RSS settings",""
"","Display list value as human readable",""
"","Displays the link in contextual links",""
"","Grouping field Nr.@number",""
"","Add a read-more link if output is trimmed.",""
"","If checked, a read-more link will be added at the end of the trimmed output",""
"","The text which will be displayed on the more link. You may enter data from this view as per the ""Replacement patterns"" above.",""
"","The path which is used for the more link. You may enter data from this view as per the ""Replacement patterns"" above.",""
"","Display field as machine name.",""
"","Show the embed display in the ui.",""
"","Allow advanced user to use the embed view display. The plugin itself works if it's not visible in the ui",""
"","All Views-generated queries will include the name of the views and display 'view-name:display-name' as a string  at the end of the SELECT clause. This makes identifying Views queries in database server logs simpler, but should only be used when troubleshooting.",""
"","Only has the 'authenticated user' role",""
"","Has roles in addition to 'authenticated user'",""
"","Display the user with standard user view. It might be necessary to add a user-profile.tpl.php in your themes template folder, because the default <a href=""@user-profile-api-link"">user-profile</a>e template don't show the username per default.",""
"","Please insert the items per page (@items_per_page) from above.",""
"","Remove tags from rendered output",""
"","Fields to be included as contextual links.",""
"","Include destination",""
"","Include a ""destination"" parameter in the link to return the user to the original view upon completing the contextual action.",""
"","My Profile",""
"","You cannot create any new content. Please contact the site administrator.",""
"","Page manager module is unable to enable Workbench because some other module already has overridden with %callback.",""
"","Input format",""
"","BBCode",""
"","CSS",""
"","Basic setup",""
"","Allow users to choose default",""
"","Buttons and plugins",""
"","Editor appearance",""
"","Toolbar location",""
"","Path location",""
"","Enable resizing button",""
"","Block formats",""
"","Cleanup and output",""
"","Verify HTML",""
"","Convert &lt;font&gt; tags to styles",""
"","Remove linebreaks",""
"","Apply source formatting",""
"","Editor CSS",""
"","CSS path",""
"","CSS classes",""
"","Word count",""
"","Editor",""
"","Button alignment",""
"","Example:",""
"","Citation",""
"","Not installed.",""
"","%editor profile for %format",""
"","Enabled by default",""
"","The default editor state for users having access to this profile. Users are able to override this state if the next option is enabled.",""
"","If allowed, users will be able to choose their own editor default state in their user account settings.",""
"","Show <em>enable/disable rich text</em> toggle link",""
"","Whether or not to show the <em>enable/disable rich text</em> toggle link below a textarea. If disabled, the user setting or global default is used (see above).",""
"","This option controls whether the editor toolbar is displayed above or below the editing area.",""
"","This option controls the alignment of icons in the editor toolbar.",""
"","Where to display the path to HTML elements (i.e. <code>body > table > tr > td</code>).",""
"","This option gives you the ability to enable/disable the resizing button. If enabled, the Path location toolbar must be set to ""Top"" or ""Bottom"" in order to display the resize icon.",""
"","If enabled, potentially malicious code like <code>&lt;HEAD&gt;</code> tags will be removed from HTML contents.",""
"","If enabled, the editor will insert TAB characters on tab and preserve other whitespace characters just like a PRE element in HTML does.",""
"","If enabled, HTML tags declaring the font size, font family, font color and font background color will be replaced by inline CSS styles.",""
"","If enabled, the editor will remove most linebreaks from contents. Disabling this option could avoid conflicts with other input filters.",""
"","If enabled, the editor will re-format the HTML source code. Disabling this option could avoid conflicts with other input filters.",""
"","Force cleanup on standard paste",""
"","If enabled, the default paste function (CTRL-V or SHIFT-INS) behaves like the ""paste from word"" plugin function.",""
"","Comma separated list of HTML block formats. Possible values: <code>@format-list</code>.",""
"","Use theme CSS",""
"","Define CSS",""
"","Editor default CSS",""
"","Defines the CSS to be used in the editor area.<br />Use theme CSS - loads stylesheets from current site theme.<br/>Define CSS - enter path for stylesheet files below.<br />Editor default CSS - uses default stylesheets from editor.",""
"","If ""Define CSS"" was selected above, enter path to a CSS file or a list of CSS files separated by a comma.",""
"","Available tokens: <code>%b</code> (base path, eg: <code>/</code>), <code>%t</code> (path to theme, eg: <code>themes/garland</code>)",""
"","Optionally define CSS classes for the ""Font style"" dropdown list.<br />Enter one class on each line in the format: !format. Example: !example<br />If left blank, CSS classes are automatically imported from all loaded stylesheet(s).",""
"","Wysiwyg profile for %format has been saved.",""
"","No editor",""
"","<a href=""!vendor-url"">@editor</a> (<a href=""!download-url"">Download</a>)",""
"","Extract the archive and copy its contents into a new folder in the following location:<br /><code>@editor-path</code>",""
"","So the actual library can be found at:<br /><code>@library-filepath</code>",""
"","Installation instructions",""
"","There are no editor libraries installed currently. The following list contains a list of currently supported editors:",""
"","Are you sure you want to remove the profile for %name?",""
"","Wysiwyg profile for %name has been deleted.",""
"","Wysiwyg",""
"","The version of %editor could not be detected.",""
"","The installed version %version of %editor is not supported.",""
"","Create DIV container",""
"","FitWindow",""
"","Autogrow",""
"","Table drag/resize",""
"","Table: Cell properties",""
"","Table: Insert row after",""
"","Table: Insert column after",""
"","Table: Insert cell after",""
"","Table: Delete rows",""
"","Table: Delete columns",""
"","Table: Delete cells",""
"","Table: Merge cells",""
"","Table: Horizontal split cell",""
"","Sup",""
"","Sub",""
"","Clean-up",""
"","Visual aid",""
"","Advanced horizontal rule",""
"","Advanced image",""
"","Advanced link",""
"","Auto save",""
"","Context menu",""
"","Left-to-right",""
"","Right-to-left",""
"","Emotions",""
"","Inline popups",""
"","Insert date",""
"","Insert time",""
"","Insert layer",""
"","Move forward",""
"","Move backward",""
"","Absolute",""
"","Paste text",""
"","Style properties",""
"","Safari compatibility",""
"","Spell check",""
"","Font Color",""
"","Show/hide hidden elements",""
"","HTML attributes",""
"","A Wysiwyg profile is associated with an input format. A Wysiwyg profile defines which client-side editor is loaded with a particular input format, what buttons or themes are enabled for the editor, how the editor is displayed, and a few other editor-specific functions.",""
"","Advanced list",""
"","To assign a different editor to a text format, click ""delete"" to remove the existing first.",""
"","Auto resize",""
"/node/28/edit?render=overlay","Data well",""
"/page/sporgsmal-svar","to add comments",""
"/user/36/status","Your session has timed out.",""
"/user/47/bookmarks","Bookmarks is empty",""
"/ting/collection/775100:23413523","See online",""
"","Term being viewed",""
"","Up",""
"","Down",""
"","The front page",""
"",", and ",""
"","Add a new variant",""
"/ting/object/150024:26cf15b7-5340-5be4-31aa-8272d7e24950","Full-text version",""
"/user/36/status/debts","My debts",""
"/user/36/status/debts","No debts",""
"/user/36/status/debts","Terms and conditions of sale",""
"/user/36/status/debts","Cards supported",""
"/system/ajax","Added to bookmarks",""
"/system/ajax","Bookmark",""
"/user/36/bookmarks","Delete selected",""
"/user/36/bookmarks","Remove from bookmarks",""
"/search/ting/millenium","By !author_link",""
"","""@s"" user profile",""
"/system/ajax","You are number @number in queue.",""
"/system/ajax","Your reservations has been updated.",""
"","@id1 @comp @id2",""
"","Accessible only if @conditions.",""
"","No menu entry.",""
"","Normal menu entry.",""
"","Menu tab.",""
"","Default menu tab.",""
"","Local action",""
"","Title: %title.",""
"/node/27/edit?render=overlay&render=overlay","The End date must be greater than the Start date.",""
"","Pane settings",""
"","Use view name",""
"","Admin title",""
"","Use view description",""
"","Admin desc",""
"","Link to view",""
"","Use Panel path",""
"","Argument input",""
"","Allow settings",""
"","Do not begin name with numbers.",""
"/","Login ajax button",""
"/system/ajax","""You have already reserved ""@title"".",""
"/system/ajax","Are you sure you want to delete these reservations?",""
"","View: @name",""
"","View information",""
"","Using display @display.",""
"","Argument @arg using context @context converted into @converter",""
"","@count items displayed.",""
"","Without pager.",""
"","With more link.",""
"","Using url: @url",""
"","Some",""
"/user/36/bookmarks","Lån, reserveringer og bøder",""
"","Choose the data source for view arguments",""
"","No argument",""
"","Argument wildcard",""
"","From context",""
"","From panel argument",""
"","Input on pane config",""
"","@arg source",""
"","Required context",""
"","If ""From context"" is selected, which type of context to use.",""
"","Context is optional",""
"","This context need not be present for the pane to function. If you plan to use this, ensure that the argument handler can handle empty values gracefully.",""
"","Panel argument",""
"","If ""From panel argument"" is selected, which panel argument to use.",""
"","Third",""
"","Fourth",""
"","Fifth",""
"","Sixth",""
"","Fixed argument",""
"","If ""Fixed"" is selected, what to use as an argument.",""
"","If this argument is presented to the panels user, what label to apply to it.",""
"","Go",""
"","- Choose -",""
"","Remove all changes to this page and revert to the version in code.",""
"","Remove this variant from the page completely.",""
"","Delete and save",""
"","Reverting the page will delete the page that is in the database, reverting it to the original default page. Any changes you have made will be lost and cannot be recovered.",""
"","The page has been reverted.",""
"/user/36/edit/provider_alma","Reservation pause Startdato",""
"/user/36/edit/provider_alma","Reservation pause Slutdato",""
"/arrangementer/test-event","Posted by:",""
"/arrangementer/test-event","Posted at:",""
"/arrangementer/test-event","Last updated:",""
"","language neutral",""
"","Content paths",""
"","Default path pattern (applies to all content types with blank patterns below)",""
"","Pattern for all @node_type paths",""
"","Taxonomy term paths",""
"","Default path pattern (applies to all vocabularies with blank patterns below)",""
"","Pattern for all %vocab-name paths",""
"","User paths",""
"","Pattern for user account page paths",""
"","Choose aliases to delete",""
"","All aliases",""
"","Delete all aliases. Number of aliases which will be deleted: %count.",""
"","Delete aliases for all @label. Number of aliases which will be deleted: %count.",""
"","<strong>Note:</strong> there is no confirmation. Be sure of your action before clicking the ""Delete aliases now!"" button.<br />You may want to make a backup of the database and/or the url_alias table prior to using this feature.",""
"","Delete aliases now!",""
"","All of your %type path aliases have been deleted.",""
"","Select the types of un-aliased paths for which to generate URL aliases",""
"","Bulk updating URL aliases",""
"","Updated alias for node @nid.",""
"","Verbose",""
"","Display alias changes (except during bulk updates).",""
"","Character used to separate words in titles. This will replace any spaces and punctuation characters. Using a space or + character can cause unexpected results.",""
"","Character case",""
"","Leave case the same as source token values.",""
"","Change to lower case",""
"","Maximum alias length",""
"","Maximum length of aliases to generate. 100 is the recommended length. @max is the maximum possible length. See <a href=""@pathauto-help"">Pathauto help</a> for details.",""
"","Maximum component length",""
"","Maximum text length of any component in the alias (e.g., [title]). 100 is the recommended length. @max is the maximum possible length. See <a href=""@pathauto-help"">Pathauto help</a> for details.",""
"","What should Pathauto do when updating an existing content item which already has an alias?",""
"","Considering installing the <a href=""!url"">Redirect module</a> to get redirects when your aliases change.",""
"","Update action",""
"","Do nothing. Leave the old alias intact.",""
"","Create a new alias. Leave the existing alias functioning.",""
"","Create a new alias. Delete the old alias.",""
"","Transliterate prior to creating alias",""
"","When a pattern includes certain characters (such as those with accents) should Pathauto attempt to transliterate them into the ASCII-96 alphabet? Transliteration is handled by the Transliteration module.",""
"","Reduce strings to letters and numbers",""
"","Filters the new alias to only letters and numbers found in the ASCII-96 set.",""
"","Strings to Remove",""
"","Words to strip out of the URL alias, separated by commas. Do not use this to remove punctuation.",""
"","Punctuation",""
"","Replace by separator",""
"","No action (do not replace)",""
"","No new URL aliases to generate.",""
"/user/60/status","""@title renewed""",""
"","When providing a menu item as a default tab, Drupal needs to know what the parent menu item of that tab will be. Sometimes the parent will already exist, but other times you will need to have one created. The path of a parent item will always be the same path with the last part left off. i.e, if the path to this view is <em>foo/bar/baz</em>, the parent path would be <em>foo/bar</em>.",""
"","Parent item title",""
"","Parent item menu",""
"/user/48/status/debts","Fee date",""
"/search/ting/dc.title=""Øjne på stilke""?facets[]=facet.acSource:palles gavebod","Search the library database and the website",""
"/","Loan or social security number",""
"/","The number is 10 digits",""
"/","Pincode is 4 digits",""
"/system/ajax","Your reservations have been deleted.",""
"/flag/unflag/bookmark/6652?destination=user/48/bookmarks&token=m45nBxq8J14GtIHWKAASfVMAFvulZABHaXEFTAhG6kA","Removed from bookmarks",""
"/system/ajax","This item is in bookmarks already.",""
"/payment/dibs/redirect/44dd6f4c413431ea568f1d5158550907bf0b8236","You are now being redirected to the payment service. If you are not redirected automatically, then please click the button below.",""
"","Random image",""
"","Custom blocks",""
"/index.php","6 months",""
"/system/ajax","""@title"" reserved and will be available for pickup at @branch.",""
"/ding_availability/items/42399558,24039978,27267912,29316910,26917921,26931215,27639798","Placement",""
"/ding_availability/items/42399558,24039978,27267912,29316910,26917921,26931215,27639798","Copies",""
"/ding_availability/items/42399558,24039978,27267912,29316910,26917921,26931215,27639798","At home",""
"/ding_availability/items/42399558,24039978,27267912,29316910,26917921,26931215,27639798","Not for loan",""
"/ding_availability/items/42399558,24039978,27267912,29316910,26917921,26931215,27639798","Checked out",""
"/user/48/status/reservations","Pickup id",""
"","This is your site home page.",""
"","This page is publicly accessible.",""
"","Page name",""
"","Enter the name to the new page It must be unique and contain only alphanumeric characters and underscores.",""
"","The URL path to get to this page. You may create named placeholders for variable parts of the path by using %name for required elements and !name for optional elements. For example: ""node/%node/foo"", ""forum/%forum"" or ""dashboard/!input"". These named placeholders can be turned into contexts on the arguments form. You cannot use the same path as the original page.",""
"","Clone variants",""
"","If checked all variants associated with the page will be cloned as well. If not checked the page will be cloned without variants.",""
"","You have unsaved changes to this page. You must select Save to write them to the database, or Cancel to discard these changes. Please note that if you have changed any form, you must submit that form before saving.",""
"","This page is newly created and has not yet been saved to the database. It will not be available until you save it.",""
"","Choose which display of this view you wish to use.",""
"","Configure view @view (@display)",""
"","Link title to view",""
"","Provide a ""more"" link that links to the view",""
"","This is independent of any more link that may be provided by the view itself; if you see two more links, turn this one off. Views will only provide a more link if using the ""block"" type, however, so if using embed, use this one.",""
"","Display feed icons",""
"","Custom pager settings",""
"","Use different pager settings from view settings",""
"","Num posts",""
"","The number of items to skip and not display.",""
"","Send arguments",""
"","Select this to send all arguments from the panel directly to the view. If checked, the panel arguments will come after any context arguments above and precede any additional arguments passed in through the Arguments field below. Note that arguments do not include the base URL; only values after the URL or set as placeholders are considered arguments.",""
"","Additional arguments to send to the view as if they were part of the URL in the form of arg1/arg2/arg3. You may use %0, %1, ..., %N to grab arguments from the URL. Or use @0, @1, @2, ..., @N to use arguments passed into the panel. Note: use these values only as a last resort. In future versions of Panels these may go away.",""
"","Override URL",""
"","If this is set, override the View URL; this can sometimes be useful to set to the panel URL",""
"","@tab",""
"","Entity Reference Autocomplete",""
"","Custom content panes are basic HTML you enter that can be reused in all of your panels.",""
"","There are no custom content panes.",""
"","Manage custom content",""
"","Panel pages can be used as landing pages. They have a URL path, accept arguments and can have menu entries.",""
"","Manage pages",""
"","Allow multiple terms on taxonomy/term/%term",""
"","Single term",""
"","Multiple terms",""
"","By default, Drupal allows multiple terms as an argument by separating them with commas or plus signs. If you set this to single, that feature will be disabled.",""
"","This feature does not currently work and is disabled.",""
"","Inject hierarchy of first term into breadcrumb trail",""
"","If checked, taxonomy term parents will appear in the breadcrumb trail.",""
"","Make all views available as panes",""
"","If checked, all views will be made available as content panes to be added to content types. If not checked, only Views that have a 'Content pane' display will be available as content panes. Uncheck this if you want to be able to more carefully control what view content is available to users using the panels layout UI.",""
"","Provides a field that can reference other entities.",""
"","Provides some example code for implementing Entity Reference behaviors.",""
"","Create queues which can contain nodes in arbitrary order",""
"","Provides a nodequeue service.",""
"","Creates a node queue for each taxonomy vocabulary",""
"","administer nodequeue",""
"","manipulate all queues",""
"","manipulate queues",""
"","Bing",""
"","View: !view: !display",""
"","Display ""Access Denied""",""
"","The following tokens or token types are missing required name and/or description information:",""
"","Standard deviation",""
"","Views plugins",""
"","Overview of plugins used in all views.",""
"","jQuery %jquery and jQuery UI %ui",""
"","jQuery compression level",""
"","Production (minified)",""
"","Development (uncompressed)",""
"","Use jQuery and jQuery UI from a CDN. If the CDN is not available the local version of jQuery and jQuery UI will be used.",""
"; profiles/ding2/modules/contrib/token/token.js","Loading token browser...",""
"; profiles/ding2/modules/contrib/token/token.js","Available tokens",""
"","Generate automatic URL alias",""
"","Uncheck this to create a custom alias below.",""
"","Configure URL alias patterns.",""
"/user/90/status/debts","Fee type",""
"/user/90/status/debts","No Debt",""
"/user/90/status/debts","Pay selected debts",""
"/user/90/status/debts","Pay all debts",""
"/index.php","Log in / Create user",""
"/user","Your user loan status",""
"","This field supports tokens.",""
"","Browse available tokens.",""
"/user","Reservations ready for pick-up",""
"/user","Debt",""
"/user/94/status/debts","overdueFeeDebt",""
"/ding_frontpage?destination=ding_frontpage","Sorry, unrecognized username or password. Please contact your local library to request a new password. Contact information can be found on the <a href=""@url"">library</a> page.",""
"","String: URL path",""
"","Control access by the current path.",""
"/user/93/status/debts","reservationPickupFeeDebt",""
"/user","Your information",""
"","South Australia",""
"","County",""
"","Access control",""
"","style",""
"","Submit @name",""
"","Base",""
"","Add criteria",""
"","Child terms",""
"","Link to node",""
"","Edit term",""
"","Feeds",""
"","unlimited",""
"","Select a user",""
"","All blogs",""
"","Basic information",""
"","Jump Menu",""
"","You must select a node.",""
"","Double",""
"","Relationship type",""
"","Title tag",""
"","Override path",""
"","Dotted",""
"","Dashed",""
"","Groove",""
"","Ridge",""
"","Inset",""
"","Outset",""
"","Edit this term",""
"","Uppercase",""
"","Attach files",""
"","Views panes",""
"","by @user",""
"","Deleted/missing block @module-@delta",""
"","Form goes here.",""
"","Attached files go here.",""
"","""@s"" attachments",""
"","Book navigation goes here.",""
"","""@s"" book navigation",""
"","Add comment",""
"","Comment form here.",""
"","""@s"" comment form",""
"","Node comments go here.",""
"","!a comments per page",""
"","Node title.",""
"","Node content goes here.",""
"","Link title to node",""
"","Check here to make the title link to the node.",""
"","No extras",""
"","Check here to disable additions that modules might make to the node, such as file attachments and CCK fields; this should just display the basic teaser or body.",""
"","Node form file attachments",""
"","File attachments on the Node form.",""
"","Node form book options",""
"","Book options for the node.",""
"","Publishing options.",""
"","Comment options",""
"","Comment options.",""
"","Authoring information.",""
"","Menu options.",""
"","URL path options",""
"","URL Path options.",""
"","Attach files.",""
"","Book options.",""
"","""@s"" @type",""
"","Node type description goes here.",""
"","""@s"" type description",""
"","Profile content goes here.",""
"","Which category",""
"","Text to display if category has no data. Note that title will not display unless overridden.",""
"","""@s"" profile fields",""
"","Term description goes here.",""
"","""@s"" term description",""
"","Sibling terms",""
"","Top level terms",""
"","Which terms",""
"","""@s"" user picture",""
"","""@s"" terms",""
"","Define the maximum depth of terms being displayed.",""
"","Display as tree",""
"","If checked, the terms are displayed in a tree, otherwise in a flat list.",""
"","Invalid node selected.",""
"","Select the node type for this form.",""
"","Add @type ""@context""",""
"","Edit @type ""@context""",""
"","Enter a name to identify this !type on administrative screens.",""
"","Enter a keyword to use for substitution in titles.",""
"","Ignore it; content that requires this context will not be available.",""
"","If the argument is missing or is not valid, select how this should behave.",""
"","Context @count",""
"","Show all",""
"","Context %count",""
"","Local",""
"","To use a NID from the URL, you may use %0, %1, ..., %N to get URL arguments. Or use @0, @1, @2, ..., @N to use arguments passed into the panel.",""
"","Leave node title",""
"","Advanced: if checked, do not touch the node title; this can cause the node title to appear twice unless your theme is aware of this.",""
"","Invalid node",""
"","Node loaded from @var",""
"","Deleted/missing node @nid",""
"","Path is required.",""
"","Deleted/missing view @view",""
"","Immediate parent",""
"","Top level term",""
"","Font family",""
"","Case sensitive",""
"","Response code",""
"","Simplecontext arg",""
"","Item1",""
"","The stuff for item 1.",""
"","Item2",""
"","Relcontext",""
"","Simplecontext",""
"","A relcontext object.",""
"","Adds a relcontext from existing simplecontext.",""
"","Primary",""
"","Search type",""
"","No description",""
"","Secondary",""
"","The page has been deleted.",""
"","Lowercase",""
"","Parent term(s)",""
"","Build mode",""
"","Import code",""
"","Equal",""
"","h1",""
"","h2",""
"","h3",""
"","h4",""
"","h5",""
"","h6",""
"","HTTP response code",""
"","Hello world!",""
"","Greater than or equal to",""
"","Less than or equal to",""
"","The CTools CSS cache directory, %path could not be created due to a misconfigured files directory. Please ensure that the files directory is correctly configured and that the webserver has permission to create directories.",""
"","Unable to create",""
"","Chaos tools",""
"","Bulk export results",""
"","Place this in @file",""
"","There are no objects to be exported at this time.",""
"","Bulk Exporter",""
"","Bulk-export multiple CTools-handled data objects to code.",""
"","Bulk Export",""
"","@type:@subtype will not display due to missing context",""
"","Only one criteria must pass.",""
"","No criteria selected, this test will pass.",""
"","Missing callback hooks.",""
"","Edit criteria",""
"","Invalid object name.",""
"","Invalid context type",""
"","Display page not found or display nothing at all.",""
"","Enter a title to use when this argument is present. You may use %KEYWORD substitution, where the keyword is specified below.",""
"","Unable to delete missing item!",""
"","Please choose which context and how you would like it converted.",""
"","@identifier (@keyword)",""
"",", or ",""
"","Built in context",""
"","Unable to create CTools CSS cache directory. Check the permissions on your files directory.",""
"","Activate this page so that it will be in use in your system.",""
"","Configure a newly created variant prior to actually adding it to the page.",""
"","Break the lock on this page so that you can edit it.",""
"","Activate this variant so that it will be in use in your system.",""
"","No variants",""
"","This operation trail does not exist.",""
"","The page has been updated. Changes will not be permanent until you save.",""
"","Unable to update changes due to lock.",""
"","This setting contains unsaved changes.",""
"","All pending changes have been discarded, and the page is now unlocked.",""
"","Administrative title of this variant. If you leave blank it will be automatically assigned.",""
"","Variant type",""
"","Optional features",""
"","Check any optional features you need to be presented with forms for configuring them. If you do not check them here you will still be able to utilize these features once the new page is created. If you are not sure, leave these unchecked.",""
"","Variant name",""
"","Enter the name of the new variant.",""
"","Paste variant code here",""
"","No variant found.",""
"","Unable to get a variant from the import. Errors reported: @errors",""
"","Reverting the variant will delete the variant that is in the database, reverting it to the original default variant. This deletion will not be made permanent until you click Save.",""
"","Are you sure you want to delete this variant? This deletion will not be made permanent until you click Save.",""
"","This variant is currently disabled. Enabling it will make it available in your system. This will not take effect until you save this page.",""
"","This variant is currently enabled. Disabling it will make it unavailable in your system, and it will not be used. This will not take effect until you save this page.",""
"","Breaking the lock on this page will <strong>discard</strong> any pending changes made by the locking user. Are you REALLY sure you want to do this?",""
"","The lock has been cleared and all changes discarded. You may now make changes to this page.",""
"","Enabling this page will immediately make it available in your system (there is no need to wait for a save.)",""
"","Disabling this page will immediately make it unavailable in your system (there is no need to wait for a save.)",""
"","This page has no variants and thus no output of its own.",""
"","Unable to disable due to lock.",""
"","Unable to enable due to lock.",""
"","Page manager",""
"","Node being edited",""
"","A meaningless second page",""
"","Visible menu item",""
"","Name is required.",""
"","That path is used by another page: @page",""
"","You cannot have a dynamic path element after an optional path element.",""
"","You cannot have a static path element after an optional path element.",""
"","You cannot make this page your site home page if it uses % placeholders.",""
"","Duplicated argument %arg",""
"","Invalid arg <em>%</em>. All arguments must be named with keywords.",""
"","The path %path has no arguments to configure.",""
"","Invalid keyword.",""
"","Error: missing argument.",""
"","Error: missing or invalid argument plugin %argument.",""
"","Enter the name to use for this page if it is different from the source page. Leave blank to use the original name of the page.",""
"","Enter the path to use for this page if it is different from the source page. Leave blank to use the original path of the page.",""
"","Allow overwrite of an existing page",""
"","If the name you selected already exists in the database, this page will be allowed to overwrite the existing page.",""
"","Paste page code here",""
"","No handler found.",""
"","Unable to get a page from the import. Errors reported: @errors",""
"","That page name is in use and locked by another user. You must <a href=""!break"">break the lock</a> on that page before proceeding, or choose a different name.",""
"","Are you sure you want to delete this page? Deleting a page cannot be undone.",""
"","This page is set to become your site home page.",""
"","Parent title: %title.",""
"","Menu block: %title.",""
"","Term(s) being viewed",""
"","Multiple terms may be used, separated by , or +.",""
"","Only a single term may be used.",""
"","%term",""
"","Breadcrumb trail will contain taxonomy term hierarchy",""
"","Breadcrumb trail will not contain taxonomy term hiearchy.",""
"","This page is being edited by another user and you cannot make changes to it.",""
"","This page has been modified, but these modifications are not yet live. While modifying this page, it is locked from modification by other users.",""
"","No task handlers are defined for this task.",""
"","Variant",""
"","This page is being edited by user !user, and is therefore locked from editing by others. This lock is !age old. Click here to <a href=""!break"">break this lock</a>.",""
